,DBN,year,Q1_funding_sources,Q2_label,Q3_label,Unnamed,school_name,grade,category,number_tested,mean_scale_score,level_1,level_1_1,level_2,level_2_1,level_3,level_3_1,level_4,level_4_1,level_3_4,level_3_4_1
459,15K039,2017,1,insufficient,same,15K039All Grades2017All Students,P.S. 039 HENRY BRISTOW,All Grades,All Students,163,344.361969,6.0,3.6809816360000003,19.0,11.65644169,63.0,38.6503067,75.0,46.01226807,138.0,84.66257477
460,15K058,2017,1,sufficient,same,15K058All Grades2017All Students,P.S. 058 THE CARROLL,All Grades,All Students,369,337.5419922,14.0,3.794038057,67.0,18.15718079,160.0,43.36043549,128.0,34.68834686,288.0,78.04878235
461,15K094,2017,2,insufficient,same,15K094All Grades2017All Students,P.S. 094 THE HENRY LONGFELLOW,All Grades,All Students,661,301.91375730000004,212.0,32.07261658,221.0,33.43418884,163.0,24.65960693,65.0,9.833585739,228.0,34.49319077
462,15K107,2017,2,insufficient,increased,15K107All Grades2017All Students,P.S. 107 JOHN W. KIMBALL,All Grades,All Students,269,342.446106,7.0,2.602230549,30.0,11.15241623,117.0,43.49442291,115.0,42.75093079,232.0,86.2453537
463,15K839,2017,1,insufficient,decreased,15K839All Grades2017All Students,M.S. 839,All Grades,All Students,170,313.4294128,25.0,14.70588207,64.0,37.64706039,49.0,28.823530199999997,32.0,18.8235302,81.0,47.64706039
464,15K130,2017,4,insufficient,same,15K130All Grades2017All Students,P.S. 130 THE PARKSIDE,All Grades,All Students,278,313.4963989,44.0,15.82733822,102.0,36.69064713,91.0,32.73381424,41.0,14.74820137,132.0,47.4820137
465,15K131,2017,1,insufficient,same,15K131All Grades2017All Students,P.S. 131 BROOKLYN,All Grades,All Students,483,310.9606628,102.0,21.11801147,151.0,31.26293945,175.0,36.231884,55.0,11.38716316,230.0,47.61904907
466,15K136,2017,0,sufficient,decreased,15K136All Grades2017All Students,I.S. 136 CHARLES O. DEWEY,All Grades,All Students,445,287.1168518,172.0,38.65168381,197.0,44.26966476,68.0,15.28089905,8.0,1.7977528569999999,76.0,17.07865143
467,15K146,2017,2,insufficient,same,15K146All Grades2017All Students,"THE BROOKLYN NEW SCHOOL, P.S. 146",All Grades,All Students,16,312.0,5.0,31.25,5.0,31.25,4.0,25.0,2.0,12.5,6.0,37.5
469,15K169,2017,1,insufficient,same,15K169All Grades2017All Students,P.S. 169 SUNSET PARK,All Grades,All Students,799,297.77096560000007,279.0,34.91864777,285.0,35.66958618,183.0,22.903629300000002,52.0,6.508135319,235.0,29.41176414
470,15K172,2017,3,sufficient,same,15K172All Grades2017All Students,P.S. 172 BEACON SCHOOL OF EXCELLENCE,All Grades,All Students,238,346.3235168,0.0,0.0,8.0,3.361344576,110.0,46.21848679,120.0,50.42016983,230.0,96.63865662
471,15K230,2017,1,insufficient,increased,15K230All Grades2017All Students,P.S. 230 DORIS L. COHEN,All Grades,All Students,540,316.60556030000004,95.0,17.59259224,169.0,31.29629707,152.0,28.14814758,124.0,22.962963100000003,276.0,51.11111069
472,15K261,2017,1,sufficient,same,15K261All Grades2017All Students,P.S. 261 PHILIP LIVINGSTON,All Grades,All Students,140,318.32858280000005,20.0,14.28571415,39.0,27.8571434,56.0,40.0,25.0,17.857143399999995,81.0,57.8571434
473,15K295,2017,5,insufficient,decreased,15K295All Grades2017All Students,P.S. 295,All Grades,All Students,209,323.31579589999996,26.0,12.44019127,57.0,27.27272797,75.0,35.88516617,51.0,24.4019146,126.0,60.28708267
474,15K442,2017,2,insufficient,same,15K442All Grades2017All Students,M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION,All Grades,All Students,172,309.4127808,32.0,18.6046505,65.0,37.79069901,48.0,27.906976699999998,27.0,15.69767475,75.0,43.6046524
475,15K443,2017,1,insufficient,decreased,15K443All Grades2017All Students,NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS,All Grades,All Students,501,337.0479126,14.0,2.7944111819999997,80.0,15.96806431,174.0,34.73053741,233.0,46.50698471,407.0,81.23752594
477,15K448,2017,1,insufficient,increased,15K448All Grades2017All Students,BROOKLYN COLLABORATIVE STUDIES,All Grades,All Students,61,289.5409851,23.0,37.70491791,28.0,45.90163803,7.0,11.47540951,3.0,4.918032646,10.0,16.39344215
478,15K497,2017,4,insufficient,decreased,15K497All Grades2017All Students,THE BOERUM HILL SCHOOL FOR INTERNATIONAL STUDIES,All Grades,All Students,207,298.61352539999996,58.0,28.01932335,92.0,44.44444275,30.0,14.49275398,27.0,13.04347801,57.0,27.53623199
480,15K676,2017,1,insufficient,decreased,15K676All Grades2017All Students,RED HOOK NEIGHBORHOOD SCHOOL,All Grades,All Students,85,279.9529419,52.0,61.17647171,24.0,28.23529434,7.0,8.235294342000001,2.0,2.352941275,9.0,10.5882349
481,15K821,2017,1,insufficient,same,15K821All Grades2017All Students,SUNSET PARK PREP,All Grades,All Students,485,301.4824829,122.0,25.15463829,192.0,39.58762741,118.0,24.32989693,53.0,10.92783546,171.0,35.25773239
482,16K005,2017,4,insufficient,decreased,16K005All Grades2017All Students,P.S. 005 DR. RONALD MCNAIR,All Grades,All Students,63,297.444458,25.0,39.68254089,22.0,34.92063522,10.0,15.873015400000002,6.0,9.523809433,16.0,25.39682579
483,16K021,2017,1,sufficient,same,16K021All Grades2017All Students,P.S. 021 CRISPUS ATTUCKS,All Grades,All Students,235,303.7574463,59.0,25.10638237,100.0,42.55319214,60.0,25.53191566,16.0,6.80851078,76.0,32.340427399999996
484,16K025,2017,1,na,same,16K025All Grades2017All Students,P.S. 025 EUBIE BLAKE SCHOOL,All Grades,All Students,48,309.3541565,10.0,20.83333397,14.0,29.16666603,20.0,41.66666794,4.0,8.333333015,24.0,50.0
485,16K026,2017,2,insufficient,increased,16K026All Grades2017All Students,P.S. 026 JESSE OWENS,All Grades,All Students,90,314.8222351,15.0,16.66666603,36.0,40.0,17.0,18.88888931,22.0,24.44444466,39.0,43.33333206
486,16K028,2017,2,sufficient,increased,16K028All Grades2017All Students,P.S. 028 THE WARREN PREP ACADEMY,All Grades,All Students,75,300.1333313,20.0,26.66666603,35.0,46.66666794,17.0,22.66666603,3.0,4.0,20.0,26.66666603
487,19K190,2017,0,na,decreased,19K190All Grades2017All Students,P.S. 190 SHEFFIELD,All Grades,All Students,74,298.1080933,22.0,29.72973061,32.0,43.24324417,15.0,20.27026939,5.0,6.756756782999999,20.0,27.02702713
488,16K035,2017,3,insufficient,increased,16K035All Grades2017All Students,M.S. 035 STEPHEN DECATUR,All Grades,All Students,170,299.0353088,40.0,23.52941132,89.0,52.35293961,33.0,19.41176414,8.0,4.705882549,41.0,24.11764717
489,16K040,2017,0,insufficient,same,16K040All Grades2017All Students,P.S. 040 GEORGE W. CARVER,All Grades,All Students,126,297.34127810000007,45.0,35.7142868,50.0,39.68254089,21.0,16.66666603,10.0,7.936507702,31.0,24.60317421
490,16K057,2017,1,insufficient,same,16K057All Grades2017All Students,J.H.S. 057 WHITELAW REID,All Grades,All Students,173,298.5433655,50.0,28.901733399999998,75.0,43.3526001,35.0,20.23121452,13.0,7.514451027000001,48.0,27.7456646
491,16K309,2017,0,insufficient,same,16K309All Grades2017All Students,P.S. 309 THE GEORGE E. WIBECAN PREPARATORY ACADEMY,All Grades,All Students,72,297.9166565,25.0,34.72222137,27.0,37.5,16.0,22.22222137,4.0,5.555555344,20.0,27.77777863
492,16K081,2017,1,insufficient,same,16K081All Grades2017All Students,P.S. 081 THADDEUS STEVENS,All Grades,All Students,123,295.40649410000003,45.0,36.5853653,56.0,45.52845383,14.0,11.38211346,8.0,6.504065037,22.0,17.88617897
493,16K243,2017,1,insufficient,decreased,16K243All Grades2017All Students,P.S. 243K- THE WEEKSVILLE SCHOOL,All Grades,All Students,96,288.40625,45.0,46.875,34.0,35.41666794,11.0,11.45833302,6.0,6.25,17.0,17.70833397
494,16K262,2017,3,sufficient,increased,16K262All Grades2017All Students,P.S. 262 EL HAJJ MALIK EL SHABAZZ ELEMENTARY SCHOO,All Grades,All Students,236,291.4745789,86.0,36.44067764,103.0,43.64406967,36.0,15.25423717,11.0,4.661016941000001,47.0,19.91525459
495,16K308,2017,0,insufficient,same,16K308All Grades2017All Students,P.S. 308 CLARA CARDWELL,All Grades,All Students,217,281.4976807,107.0,49.30875397,79.0,36.40552902,27.0,12.44239616,4.0,1.843317986,31.0,14.28571415
496,25Q294,2017,2,sufficient,increased,25Q294All Grades2017All Students,BELL ACADEMY,All Grades,All Students,338,330.92602539999996,24.0,7.10059166,64.0,18.93491173,109.0,32.2485199,141.0,41.71597672,250.0,73.96450043
497,16K627,2017,0,insufficient,decreased,16K627All Grades2017All Students,BRIGHTER CHOICE COMMUNITY SCHOOL,All Grades,All Students,115,312.8434753,24.0,20.86956596,32.0,27.82608604,40.0,34.78260803,19.0,16.52173996,59.0,51.30434799
498,16K628,2017,0,insufficient,same,16K628All Grades2017All Students,BROOKLYN BROWNSTONE SCHOOL,All Grades,All Students,65,319.615387,11.0,16.92307663,21.0,32.30769348,18.0,27.69230843,15.0,23.07692337,33.0,50.76922989
499,16K681,2017,1,insufficient,decreased,16K681All Grades2017All Students,MADIBA PREP MIDDLE SCHOOL,All Grades,All Students,111,300.4414368,22.0,19.8198204,53.0,47.74774933,30.0,27.02702713,6.0,5.4054055210000005,36.0,32.43243408
500,17K002,2017,1,insufficient,same,17K002All Grades2017All Students,PARKSIDE PREPARATORY ACADEMY,All Grades,All Students,466,302.032196,117.0,25.10729599,194.0,41.63090134,120.0,25.75107384,35.0,7.51072979,155.0,33.26180267
501,17K006,2017,0,insufficient,same,17K006All Grades2017All Students,NORMA ADAMS CLEMONS ACADEMY,All Grades,All Students,349,288.2120361,151.0,43.26647568,137.0,39.25501251,49.0,14.0401144,12.0,3.4383955000000004,61.0,17.4785099
502,17K012,2017,1,insufficient,decreased,17K012All Grades2017All Students,DR. JACQUELINE PEEK-DAVIS SCHOOL,All Grades,All Students,68,303.44116210000004,15.0,22.05882263,31.0,45.58823395,18.0,26.47058868,4.0,5.882352828999999,22.0,32.35293961
503,17K061,2017,1,insufficient,same,17K061All Grades2017All Students,M.S. 061 DR. GLADSTONE H. ATWELL,All Grades,All Students,806,297.6042175,236.0,29.28039742,357.0,44.29280472,164.0,20.34739494,49.0,6.079404353999999,213.0,26.42679977
504,17K091,2017,0,insufficient,decreased,17K091All Grades2017All Students,P.S. 091 THE ALBANY AVENUE SCHOOL,All Grades,All Students,141,296.58865360000004,56.0,39.71631241,37.0,26.24113464,32.0,22.69503593,16.0,11.34751797,48.0,34.04255295
505,17K092,2017,3,insufficient,same,17K092All Grades2017All Students,P.S. 092 ADRIAN HEGEMAN,All Grades,All Students,202,291.1435547,85.0,42.07920837,77.0,38.11881256,28.0,13.861386300000001,12.0,5.940594196,40.0,19.80198097
506,17K138,2017,0,insufficient,decreased,17K138All Grades2017All Students,P.S. 138 BROOKLYN,All Grades,All Students,390,308.5718079,66.0,16.92307663,149.0,38.20512772,146.0,37.43589783,29.0,7.43589735,175.0,44.87179565
507,17K161,2017,1,insufficient,same,17K161All Grades2017All Students,P.S. 161 THE CROWN,All Grades,All Students,178,301.25280760000004,60.0,33.70786667,57.0,32.02247238,49.0,27.52808952,12.0,6.741572857,61.0,34.26966476
508,17K181,2017,3,insufficient,same,17K181All Grades2017All Students,P.S. 181 BROOKLYN,All Grades,All Students,490,294.5448914,163.0,33.26530457,209.0,42.65306091,94.0,19.18367386,24.0,4.897959232,118.0,24.08163261
509,17K189,2017,0,insufficient,decreased,17K189All Grades2017All Students,P.S. 189 THE BILINGUAL CENTER,All Grades,All Students,660,315.6408997,84.0,12.72727299,220.0,33.33333206,242.0,36.66666794,114.0,17.27272797,356.0,53.93939209
510,17K191,2017,2,sufficient,same,17K191All Grades2017All Students,P.S. 191 PAUL ROBESON,All Grades,All Students,65,308.7384644,10.0,15.38461494,33.0,50.76922989,20.0,30.76922989,2.0,3.0769231319999997,22.0,33.84615326
511,17K221,2017,1,insufficient,decreased,17K221All Grades2017All Students,P.S. 221 TOUSSAINT L'OUVERTURE,All Grades,All Students,153,303.05883789999996,46.0,30.06535912,55.0,35.94771194,37.0,24.18300629,15.0,9.803921699999998,52.0,33.98692703
512,17K241,2017,2,insufficient,same,17K241All Grades2017All Students,P.S. 241 EMMA L. JOHNSTON,All Grades,All Students,240,306.9583435,68.0,28.33333397,72.0,30.0,63.0,26.25,37.0,15.41666698,100.0,41.66666794
513,17K246,2017,1,insufficient,decreased,17K246All Grades2017All Students,M.S. 246 WALT WHITMAN,All Grades,All Students,347,288.4985657,140.0,40.34582138,143.0,41.21037292,45.0,12.96829987,19.0,5.475504397999999,64.0,18.44380379
514,17K249,2017,4,insufficient,increased,17K249All Grades2017All Students,P.S. 249 THE CATON,All Grades,All Students,379,321.9947205,28.0,7.387862682000001,122.0,32.18997192,169.0,44.59103012,60.0,15.8311348,229.0,60.42216492
515,17K289,2017,0,insufficient,decreased,17K289All Grades2017All Students,P.S. 289 GEORGE V. BROWER,All Grades,All Students,166,309.5903625,43.0,25.90361404,50.0,30.12048149,53.0,31.92771149,20.0,12.04819298,73.0,43.97590256
516,17K316,2017,1,insufficient,same,17K316All Grades2017All Students,P.S. 316 ELIJAH STROUD,All Grades,All Students,150,319.39999389999997,13.0,8.666666985,53.0,35.33333206,64.0,42.66666794,20.0,13.33333302,84.0,56.0
517,17K340,2017,1,insufficient,increased,17K340All Grades2017All Students,I.S. 340,All Grades,All Students,224,302.5,50.0,22.3214283,99.0,44.19643021,56.0,25.0,19.0,8.482142448,75.0,33.4821434
518,17K352,2017,1,insufficient,same,17K352All Grades2017All Students,EBBETS FIELD MIDDLE SCHOOL,All Grades,All Students,145,286.751709,66.0,45.51724243,61.0,42.06896591,13.0,8.965517044,5.0,3.448275805,18.0,12.41379356
519,17K394,2017,0,insufficient,same,17K394All Grades2017All Students,M.S. K394,All Grades,All Students,300,295.0266724,99.0,33.0,135.0,45.0,52.0,17.33333397,14.0,4.6666665080000005,66.0,22.0
520,17K353,2017,2,insufficient,decreased,17K353All Grades2017All Students,ELIJAH STROUD MIDDLE SCHOOL,All Grades,All Students,148,301.6148682,22.0,14.864865300000002,79.0,53.37837982,40.0,27.02702713,7.0,4.729729652,47.0,31.75675583
521,17K354,2017,2,insufficient,increased,17K354All Grades2017All Students,THE SCHOOL OF INTEGRATED LEARNING,All Grades,All Students,187,308.9090881,37.0,19.78609657,63.0,33.68983841,60.0,32.08555984,27.0,14.43850231,87.0,46.52406311
522,17K375,2017,0,insufficient,same,17K375All Grades2017All Students,P.S. 375 JACKIE ROBINSON SCHOOL,All Grades,All Students,212,292.0896301,91.0,42.92453003,75.0,35.37735748,28.0,13.20754719,18.0,8.490566253999999,46.0,21.69811249
523,17K382,2017,2,insufficient,decreased,17K382All Grades2017All Students,ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORA,All Grades,All Students,136,292.4558716,51.0,37.5,56.0,41.17647171,25.0,18.38235283,4.0,2.9411764139999996,29.0,21.3235302
524,17K397,2017,2,insufficient,decreased,17K397All Grades2017All Students,P.S. 397 FOSTER-LAURIE,All Grades,All Students,100,308.26000980000003,27.0,27.0,32.0,32.0,29.0,29.0,12.0,12.0,41.0,41.0
525,17K398,2017,2,insufficient,decreased,17K398All Grades2017All Students,P.S. 398 WALTER WEAVER,All Grades,All Students,118,296.8559265,43.0,36.44067764,46.0,38.9830513,26.0,22.033897399999997,3.0,2.542372942,29.0,24.57627106
526,17K484,2017,1,insufficient,decreased,17K484All Grades2017All Students,RONALD EDMONDS LEARNING CENTER II,All Grades,All Students,118,301.466095,28.0,23.72881317,56.0,47.45762634,28.0,23.72881317,6.0,5.084745884,34.0,28.81355858
527,17K532,2017,0,sufficient,same,17K532All Grades2017All Students,NEW BRIDGES ELEMENTARY,All Grades,All Students,167,289.46109010000004,68.0,40.71856308,64.0,38.32335281,31.0,18.56287384,4.0,2.3952095509999998,35.0,20.95808411
528,17K543,2017,4,insufficient,same,17K543All Grades2017All Students,"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIG",All Grades,All Students,182,321.2472534,10.0,5.494505405,61.0,33.51648331,76.0,41.75824356,35.0,19.23077011,111.0,60.98900986
529,17K590,2017,1,insufficient,same,17K590All Grades2017All Students,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL,All Grades,All Students,302,337.86093139999997,3.0,0.9933775067,44.0,14.56953621,102.0,33.77483368,153.0,50.66225052,255.0,84.43708801
530,17K722,2017,0,insufficient,decreased,17K722All Grades2017All Students,NEW HEIGHTS MIDDLE SCHOOL,All Grades,All Students,228,291.03945919999995,67.0,29.38596535,124.0,54.38596344,30.0,13.15789509,7.0,3.070175409,37.0,16.22806931
531,17K770,2017,4,insufficient,increased,17K770All Grades2017All Students,P.S. 770 NEW AMERICAN ACADEMY,All Grades,All Students,74,305.783783,19.0,25.67567635,28.0,37.83783722,22.0,29.72973061,5.0,6.756756782999999,27.0,36.48648834
532,18K066,2017,1,insufficient,same,18K066All Grades2017All Students,P.S. 66,All Grades,All Students,538,306.81970210000003,110.0,20.44609642,232.0,43.12267685,152.0,28.25278854,44.0,8.178438187000001,196.0,36.43122864
533,18K068,2017,0,insufficient,decreased,18K068All Grades2017All Students,I.S. 068 ISAAC BILDERSEE,All Grades,All Students,348,287.33047489999996,136.0,39.08045959,160.0,45.97701263,46.0,13.21839046,6.0,1.7241379019999998,52.0,14.94252872
534,18K114,2017,1,sufficient,same,18K114All Grades2017All Students,P.S. 114 RYDER ELEMENTARY,All Grades,All Students,228,299.42980960000006,76.0,33.33333206,93.0,40.78947449,45.0,19.736841199999997,14.0,6.140350819,59.0,25.87719345
535,18K115,2017,1,insufficient,decreased,18K115All Grades2017All Students,P.S. 115 DANIEL MUCATEL SCHOOL,All Grades,All Students,461,301.77005,146.0,31.67028236,141.0,30.58568382,126.0,27.33188629,48.0,10.41214752,174.0,37.74403381
536,18K135,2017,1,insufficient,decreased,18K135All Grades2017All Students,P.S. 135 SHELDON A. BROOKNER,All Grades,All Students,296,306.2702637,77.0,26.01351357,103.0,34.79729843,81.0,27.36486435,35.0,11.82432461,116.0,39.18918991
537,18K208,2017,3,insufficient,same,18K208All Grades2017All Students,P.S. 208 ELSA EBELING,All Grades,All Students,193,303.29534910000007,48.0,24.87046623,78.0,40.41450882,55.0,28.49740982,12.0,6.217616558,67.0,34.71502686
538,18K211,2017,3,sufficient,increased,18K211All Grades2017All Students,I.S. 211 JOHN WILSON,All Grades,All Students,499,297.51504520000003,139.0,27.85571098,215.0,43.08617401,118.0,23.647295,27.0,5.410821437999999,145.0,29.05811691
539,18K219,2017,0,insufficient,increased,18K219All Grades2017All Students,P.S. 219 KENNEDY-KING,All Grades,All Students,209,299.9760742,76.0,36.36363602,72.0,34.44976044,44.0,21.05263138,17.0,8.133971213999999,61.0,29.18660355
540,18K233,2017,2,insufficient,decreased,18K233All Grades2017All Students,P.S. 233 LANGSTON HUGHES,All Grades,All Students,211,299.94311519999997,62.0,29.38388634,91.0,43.12796021,48.0,22.74881554,10.0,4.739336491,58.0,27.48815155
541,18K235,2017,3,insufficient,decreased,18K235All Grades2017All Students,P.S. 235 JANICE MARIE KNIGHT SCHOOL,All Grades,All Students,708,325.4646912,98.0,13.84180832,131.0,18.50282478,247.0,34.88700485,232.0,32.76836014,479.0,67.65536499
542,18K244,2017,1,insufficient,same,18K244All Grades2017All Students,P.S. 244 RICHARD R. GREEN,All Grades,All Students,265,307.5282898,71.0,26.79245377,76.0,28.679245,85.0,32.07546997,33.0,12.45283031,118.0,44.52830124
543,18K268,2017,0,insufficient,decreased,18K268All Grades2017All Students,P.S. 268 EMMA LAZARUS,All Grades,All Students,179,291.4357605,80.0,44.69273758,60.0,33.51955414,31.0,17.31843567,8.0,4.469273567,39.0,21.78771019
544,18K272,2017,0,insufficient,same,18K272All Grades2017All Students,P.S. 272 CURTIS ESTABROOK,All Grades,All Students,181,288.62982180000006,82.0,45.30386734,68.0,37.56906128,29.0,16.02209854,2.0,1.104972363,31.0,17.12707138
545,18K276,2017,1,insufficient,decreased,18K276All Grades2017All Students,P.S. 276 LOUIS MARSHALL,All Grades,All Students,296,291.8885193,133.0,44.93243408,98.0,33.10810852,48.0,16.21621704,17.0,5.743243217000001,65.0,21.9594593
546,18K279,2017,0,insufficient,decreased,18K279All Grades2017All Students,P.S. 279 HERMAN SCHREIBER,All Grades,All Students,206,304.4174805,60.0,29.12621307,75.0,36.40776825,47.0,22.81553459,24.0,11.65048504,71.0,34.46601868
547,18K285,2017,4,insufficient,same,18K285All Grades2017All Students,I.S. 285 MEYER LEVIN,All Grades,All Students,585,302.9384766,106.0,18.11965752,307.0,52.47863388,133.0,22.73504257,39.0,6.666666508,172.0,29.401708600000003
548,18K366,2017,0,sufficient,same,18K366All Grades2017All Students,THE SCIENCE AND MEDICINE MIDDLE SCHOOL,All Grades,All Students,403,302.4962769,88.0,21.83622742,189.0,46.89826202,91.0,22.58064461,35.0,8.684863091,126.0,31.26550865
549,18K581,2017,2,sufficient,increased,18K581All Grades2017All Students,EAST FLATBUSH COMMUNITY RESEARCH SCHOOL,All Grades,All Students,121,293.586792,37.0,30.57851219,59.0,48.760330200000006,19.0,15.70247936,6.0,4.9586777689999995,25.0,20.66115761
550,18K588,2017,1,insufficient,same,18K588All Grades2017All Students,MIDDLE SCHOOL FOR ART AND PHILOSOPHY,All Grades,All Students,172,294.075592,57.0,33.139534000000005,75.0,43.6046524,35.0,20.3488369,5.0,2.9069767000000004,40.0,23.255813600000003
551,18K763,2017,0,insufficient,increased,18K763All Grades2017All Students,BROOKLYN SCIENCE AND ENGINEERING ACADEMY,All Grades,All Students,212,307.5,34.0,16.03773499,84.0,39.62264252,77.0,36.320755,17.0,8.018867493,94.0,44.3396225
552,19K007,2017,0,sufficient,same,19K007All Grades2017All Students,P.S. 007 ABRAHAM LINCOLN,All Grades,All Students,417,296.0911255,144.0,34.53237534,158.0,37.88968658,86.0,20.62350082,29.0,6.954436302,115.0,27.57793808
553,19K013,2017,2,insufficient,same,19K013All Grades2017All Students,P.S. 013 ROBERTO CLEMENTE,All Grades,All Students,189,290.2751465,83.0,43.91534424,64.0,33.86243439,31.0,16.40211678,11.0,5.82010603,42.0,22.22222137
554,19K065,2017,0,insufficient,same,19K065All Grades2017All Students,P.S. 065,All Grades,All Students,332,313.4427795,62.0,18.67469788,113.0,34.03614426,110.0,33.13253021,47.0,14.156626699999999,157.0,47.28915787
555,19K089,2017,4,insufficient,same,19K089All Grades2017All Students,P.S. 089 CYPRESS HILLS,All Grades,All Students,264,290.9810486,97.0,36.74242401,116.0,43.93939209,41.0,15.530303,10.0,3.7878787519999997,51.0,19.31818199
556,19K108,2017,1,insufficient,same,19K108All Grades2017All Students,P.S. 108 SAL ABBRACCIAMENTO,All Grades,All Students,399,311.3959961,96.0,24.06015015,112.0,28.07017517,128.0,32.0802002,63.0,15.78947353,191.0,47.86967468
557,19K149,2017,2,insufficient,same,19K149All Grades2017All Students,P.S. 149 DANNY KAYE,All Grades,All Students,315,289.49523930000004,142.0,45.07936478,103.0,32.69841385,61.0,19.36507988,9.0,2.857142925,70.0,22.22222137
558,19K158,2017,1,sufficient,same,19K158All Grades2017All Students,P.S. 158 WARWICK,All Grades,All Students,258,299.09301760000005,88.0,34.10852814,92.0,35.65891647,61.0,23.64341164,17.0,6.589147091,78.0,30.232557300000003
559,19K159,2017,2,sufficient,same,19K159All Grades2017All Students,P.S. 159 ISAAC PITKIN,All Grades,All Students,399,295.1353455,160.0,40.10025024,126.0,31.57894707,79.0,19.79949951,34.0,8.521303177,113.0,28.32080269
560,19K171,2017,0,insufficient,same,19K171All Grades2017All Students,I.S. 171 ABRAHAM LINCOLN,All Grades,All Students,402,293.9950256,135.0,33.58208847,160.0,39.80099487,80.0,19.90049744,27.0,6.716417788999999,107.0,26.61691475
561,19K202,2017,0,na,decreased,19K202All Grades2017All Students,P.S. 202 ERNEST S. JENKYNS,All Grades,All Students,209,285.49761960000006,104.0,49.76076508,71.0,33.97129059,26.0,12.44019127,8.0,3.82775116,34.0,16.26794243
562,19K213,2017,0,insufficient,decreased,19K213All Grades2017All Students,P.S. 213 NEW LOTS,All Grades,All Students,143,291.2937012,63.0,44.05594254,44.0,30.76922989,33.0,23.07692337,3.0,2.09790206,36.0,25.17482567
563,19K214,2017,2,sufficient,increased,19K214All Grades2017All Students,P.S. 214 MICHAEL FRIEDSAM,All Grades,All Students,370,292.98379520000003,136.0,36.75675583,153.0,41.35135269,66.0,17.83783722,15.0,4.05405426,81.0,21.89189148
564,19K224,2017,0,insufficient,decreased,19K224All Grades2017All Students,P.S. 224 HALE A. WOODRUFF,All Grades,All Students,205,273.62438960000003,136.0,66.34146118,52.0,25.36585426,16.0,7.804878235,1.0,0.48780488969999997,17.0,8.292682648
565,19K273,2017,0,insufficient,decreased,19K273All Grades2017All Students,P.S. 273 WORTMAN,All Grades,All Students,151,294.58279419999997,59.0,39.07284927,53.0,35.09933853,31.0,20.52980042,8.0,5.29801321,39.0,25.8278141
566,19K290,2017,0,insufficient,decreased,19K290All Grades2017All Students,P.S. 290 JUAN MOREL CAMPOS,All Grades,All Students,229,307.52838130000004,54.0,23.58078575,71.0,31.00436592,81.0,35.37117767,23.0,10.04366779,104.0,45.41484833
567,19K292,2017,0,insufficient,same,19K292All Grades2017All Students,J.H.S. 292 MARGARET S. DOUGLAS,All Grades,All Students,533,300.3320923,175.0,32.83301926,164.0,30.76922989,110.0,20.6378994,84.0,15.75984955,194.0,36.39774704
568,19K306,2017,0,insufficient,decreased,19K306All Grades2017All Students,P.S. 306 ETHAN ALLEN,All Grades,All Students,310,288.8709717,130.0,41.93548203,127.0,40.96774292,40.0,12.9032259,13.0,4.193548203,53.0,17.09677505
569,19K325,2017,2,insufficient,same,19K325All Grades2017All Students,THE FRESH CREEK SCHOOL,All Grades,All Students,91,302.2307739,30.0,32.96703339,34.0,37.36263657,21.0,23.07692337,6.0,6.593406677000001,27.0,29.67033005
570,19K328,2017,1,insufficient,increased,19K328All Grades2017All Students,P.S. 328 PHYLLIS WHEATLEY,All Grades,All Students,99,291.72726439999997,43.0,43.43434525,33.0,33.33333206,16.0,16.16161537,7.0,7.070706844,23.0,23.23232269
571,19K345,2017,2,insufficient,same,19K345All Grades2017All Students,P.S. 345 PATROLMAN ROBERT BOLDEN,All Grades,All Students,284,293.7007141,117.0,41.1971817,95.0,33.45070267,63.0,22.18309784,9.0,3.169013977,72.0,25.35211182
572,19K557,2017,0,insufficient,same,19K557All Grades2017All Students,BROOKLYN GARDENS ELEMENTARY SCHOOL,All Grades,All Students,135,286.6592712,61.0,45.18518448,55.0,40.74074173,17.0,12.59259224,2.0,1.4814814330000001,19.0,14.07407379
573,19K346,2017,1,sufficient,increased,19K346All Grades2017All Students,P.S. 346 ABE STARK,All Grades,All Students,276,294.105072,109.0,39.49275208,95.0,34.42028809,55.0,19.92753601,17.0,6.15942049,72.0,26.08695602
574,19K364,2017,2,insufficient,same,19K364All Grades2017All Students,I.S. 364 GATEWAY,All Grades,All Students,306,294.2124329,93.0,30.3921566,143.0,46.73202515,51.0,16.66666603,19.0,6.2091503139999995,70.0,22.87581635
575,19K404,2017,2,sufficient,same,19K404All Grades2017All Students,ACADEMY FOR YOUNG WRITERS,All Grades,All Students,180,297.1833191,49.0,27.22222137,74.0,41.11111069,49.0,27.22222137,8.0,4.444444656,57.0,31.66666603
576,19K409,2017,0,insufficient,decreased,19K409All Grades2017All Students,EAST NEW YORK FAMILY ACADEMY,All Grades,All Students,219,304.8995361,45.0,20.54794502,89.0,40.63927078,66.0,30.13698578,19.0,8.67579937,85.0,38.812786100000004
